Quote,Author,Tags,Birth Date,Birth Place,Sample ID
"“... a mind needs books as a sword needs a whetstone, if it is to keep its edge.”",George R.R. Martin,"books, mind","September 20, 1948","in Bayonne, New Jersey, The United States",1006
